Age,Income,Credit_History_Years,Debt_to_Income_Ratio,Employment_Years,Education_Level,Marital_Status,Number_of_Dependents,Outstanding_Debt,Home_Ownership,Number_of_Credit_Cards,Monthly_Expenses,Employment_Status,Previous_Defaults,Credit_Limit,Loan_Amount,Loan_Term_Months,Credit_Score
45,54094,28.710492994044998,0.9720520089389979,16,3,0,2,18486,0,8,4976,2,1,20267,30081,81,489
36,75329,23.910640430229495,0.410960782918927,20,2,0,4,7644,1,7,9807,1,0,42902,40137,25,485
41,29217,13.263189833789923,0.31631747428737533,19,3,0,3,5425,0,5,9521,3,2,34556,43128,20,793
36,135049,16.256130958727507,0.525196479885928,17,3,1,2,40354,0,7,3936,3,1,27182,6152,85,591
66,103138,18.223172318468865,0.06498659204797841,15,1,0,1,26820,1,0,6782,2,2,34809,17797,102,795
30,86141,19.972982541909168,0.8504506735736295,27,3,0,3,38189,1,8,9393,1,0,38077,28585,12,395
30,42343,2.3009764984535908,0.46027713521134617,11,4,0,2,29649,2,7,3922,0,1,44789,21801,68,320
45,148307,28.007641572486396,0.17833541143597875,39,2,0,0,24774,0,2,3525,0,1,27363,30259,107,663
19,70822,17.909991393019965,0.16173442944991223,5,4,1,3,7977,0,1,6632,0,1,23589,9775,33,317
27,33003,27.934476588114592,0.3609543537387522,23,1,1,1,8116,1,8,5975,3,2,31085,13833,31,370
39,128793,18.956954138650943,0.5733628133098408,5,3,0,3,16556,2,2,9594,3,2,32577,10186,42,727
30,79538,12.930464670292531,0.4169058579390751,16,2,1,0,31029,1,5,1368,3,1,43729,34470,93,352
26,52089,17.007840346089967,0.5967973384105799,18,1,1,4,458,2,1,1592,0,2,38858,11430,59,606
50,73595,24.88509822120855,0.7054777449007477,27,2,1,4,42920,2,4,2072,2,2,33968,33470,100,536
31,103197,9.783774943550211,0.7484887623402859,28,4,1,4,42384,2,5,8498,3,1,36598,22876,112,722
65,102318,28.693801712277562,0.4009555595942633,6,1,0,0,778,0,8,7203,2,0,32921,41058,75,416
37,50029,13.97865593417209,0.717003311557097,18,2,1,2,46718,1,3,1588,2,0,39204,6429,15,688
32,99023,28.68711006292159,0.14150435320874355,7,4,1,0,48748,2,9,1643,0,2,33871,17305,108,340
49,71324,26.422698442297893,0.5130962002834701,7,1,1,3,27483,1,8,2333,3,0,29763,44535,39,741
50,71962,23.029858692474367,0.07251471685996835,4,3,0,2,43913,2,6,4233,2,1,11004,29254,19,664
34,133037,14.023133983116182,0.24410563029626398,33,3,0,4,33559,0,8,7483,0,1,43343,22861,81,369
41,59042,17.608354329429602,0.5831866894998475,20,4,0,0,40928,1,2,3813,1,2,34826,45890,87,368
47,107601,25.14088237080977,0.7404206855419203,3,3,0,1,46842,0,8,4941,3,2,32877,25397,83,646
30,96380,16.321674055941017,0.09530936338895224,35,3,1,4,43831,2,6,5386,0,1,32126,36207,62,816
64,104859,22.14568729615473,0.20706984674057682,4,1,0,1,21882,0,6,6155,2,2,21102,30080,79,777
65,110933,23.719771530202898,0.991898214529065,22,1,1,2,47428,0,5,4664,3,1,16666,44523,18,712
33,65957,15.392857370060542,0.33765764343728444,18,1,0,4,17047,1,9,7230,0,1,15125,10761,17,443
19,102864,16.087425550610064,0.28404076706597936,14,1,0,0,15531,2,1,7069,1,2,9384,21887,58,832
34,146358,5.935041516656472,0.08525709151231609,13,1,1,1,8011,2,6,6154,3,0,16131,38952,32,605
49,63739,7.342175331212526,0.6948427653364212,7,1,1,0,16056,0,7,5741,1,0,36835,46810,111,420
60,58733,27.148295495826357,0.5082533844214363,8,3,1,4,16358,1,9,5967,2,0,29531,12946,38,636
25,65389,25.209888379899542,0.15755087784984534,39,1,0,0,9963,1,0,1960,3,1,21363,14693,93,661
69,49715,0.3036767562034204,0.6328982335944072,10,2,0,4,49443,1,7,8913,1,0,49224,23076,83,353
20,59116,26.081627579641868,0.5257603573610703,17,2,1,3,27664,0,7,2529,2,1,31569,31062,99,465
29,76922,0.7570465676040627,0.5649452980658894,31,4,1,0,29391,2,4,4061,2,0,22439,5858,34,655
37,76251,13.748412088269848,0.9948548055697489,35,2,0,3,13278,2,3,2580,0,2,6008,39043,28,694
33,81794,2.0229817833270802,0.028612727941797145,20,1,1,1,42769,1,1,6298,0,1,9255,36389,90,715
31,37580,29.064694153715067,0.9149721609463799,26,3,0,0,45663,1,2,2021,2,2,23963,47522,22,364
33,135900,29.169577674126486,0.8418907615823042,20,2,0,0,41281,1,2,6217,2,1,30340,44667,91,649
66,20823,18.326128258998516,0.4153428246601574,10,1,0,1,15292,0,5,6686,1,2,27051,43485,32,579
60,148001,11.766147324706008,0.8809463536383627,33,1,1,0,9613,1,5,2797,1,0,46437,12953,36,378
66,112008,15.35978250583738,0.6485612423728492,4,3,0,4,6003,2,8,8217,1,2,26281,16419,104,468
68,27084,22.868979614457473,0.8893545167012104,27,1,0,3,25774,1,7,1588,2,1,45992,18622,107,778
50,97991,6.695788791605511,0.5947308822631459,9,1,0,2,43657,0,8,3912,0,0,28573,10593,21,341
47,30607,13.251674736507882,0.2161492393191795,11,2,0,4,9014,2,0,5489,1,0,24485,33212,44,658
29,102455,22.118060707592544,0.5762213840517733,2,2,0,2,49371,2,9,4304,1,2,12470,30253,17,624
32,132540,11.861774335113818,0.17906224793013725,0,4,0,1,21655,1,0,5940,1,2,19599,24990,36,423
35,104930,0.959895662780893,0.14082792768729302,36,4,0,1,43645,0,3,9644,3,1,32931,6886,85,399
45,134540,15.221832571653591,0.6540612319214237,39,2,1,0,757,2,4,5968,2,2,12240,17828,75,367
40,96355,22.1223348761864,0.9474766165355848,0,2,0,4,42535,0,6,7539,1,1,7988,45487,96,623
31,142225,29.304492275536806,0.588495979207445,12,4,0,2,24766,0,2,7742,0,1,22528,6279,91,617
47,31969,1.1113845959205215,0.7957876329822265,37,4,0,3,46753,2,0,6226,1,1,43095,33331,50,643
50,83059,16.197618064529316,0.16836436326622073,14,2,1,4,1342,2,7,9238,3,1,11107,31961,49,414
62,37333,13.498159864168725,0.654210366188942,6,1,1,1,37736,0,4,8937,2,0,22334,8403,68,578
32,97236,7.2734636787281985,0.7329774714964717,29,1,0,4,33454,1,4,8125,0,0,14536,44120,76,310
24,147182,19.13288160141713,0.04161452051436121,23,3,0,3,49884,2,5,1269,3,0,35308,27316,117,817
32,117328,4.908674785673464,0.09716431704366202,7,2,1,4,32940,1,8,9229,0,1,31353,40900,38,768
69,118847,8.515943019445583,0.7815808805283493,2,2,0,0,7075,2,1,5080,0,0,34321,29647,92,533
59,56668,23.45272170525373,0.43995002146217277,14,2,0,3,11912,1,3,1067,0,0,48217,24271,96,382
63,31945,13.812352200766648,0.4055810028822112,35,2,0,2,8942,2,3,6959,2,2,44118,8828,72,455
55,122528,29.81011940759654,0.9203695969391781,13,2,0,1,49802,1,6,7746,2,1,23732,32335,67,659
63,66526,11.593822324463822,0.9919658243536275,26,4,0,4,49236,0,5,7846,1,2,28927,42107,57,782
61,67717,13.89783198300649,0.7643845369056429,29,4,1,3,12311,2,5,6442,0,2,15483,37129,16,805
28,79426,9.007732862656022,0.792593774318352,36,1,0,0,5858,1,9,1412,2,1,23038,5435,86,579
46,121170,7.088808185731363,0.20832099757360456,5,1,0,0,13794,0,0,3015,0,1,19159,42347,47,341
48,104166,27.668442335844514,0.19222544233999894,18,2,1,2,6460,1,8,4760,0,0,47824,43501,89,799
42,136524,22.46479920386193,0.9806828152844935,36,4,1,1,5358,2,6,5695,3,0,18148,36557,80,538
69,126572,10.002075966042401,0.6950917192638916,0,1,1,0,23492,0,2,1759,0,0,42199,31819,19,567
41,110480,21.00467968937174,0.6867097979793864,24,2,0,1,4884,0,9,3395,0,2,34645,39585,110,425
36,108896,28.973512513096818,0.2861879710502663,9,3,1,3,24121,2,3,9542,3,0,7535,19878,111,737
19,98349,2.2214389684174174,0.8864793505777493,25,2,1,4,35783,1,0,6650,2,1,22056,31596,22,349
39,135036,7.93513213112578,0.04444039719428028,22,3,1,2,5340,2,1,5252,2,2,29429,35218,80,456
37,24601,6.0173564758500415,0.2745903564646913,16,3,0,0,4340,1,5,7944,3,2,31172,48827,116,558
50,32930,26.093494909332303,0.18014132408576666,29,2,0,4,27014,2,6,1214,1,1,26206,39816,90,520
25,24333,5.375709886545481,0.7110960786664505,26,2,0,0,16768,2,4,3257,0,2,43854,17286,90,401
42,90935,9.242279879689923,0.7153499903910512,10,2,0,2,49604,2,1,5236,1,1,39350,30326,82,414
63,140384,16.315823199785545,0.5347314878661791,3,2,0,0,42060,1,6,3951,2,2,13032,23861,49,646
26,37839,18.63283066760849,0.005259552431175041,17,1,0,2,3519,1,6,5396,0,1,43662,49286,102,348
51,71337,24.245512875979678,0.8737553219020184,18,1,0,4,29179,1,2,8714,3,1,45458,11527,32,661
40,60204,12.219697396617113,0.9555871329945118,35,3,0,3,7385,0,0,3506,1,0,46937,48653,109,595
22,40195,16.027341679616782,0.20231245508674145,25,2,0,2,5323,0,0,1786,2,0,16978,25682,86,427
42,47848,28.96386225132616,0.8422327272542637,0,1,0,3,23418,1,7,3865,2,2,42204,14399,113,360
25,109229,8.920852099302188,0.9732864517349546,19,1,1,1,13940,1,6,6539,1,0,7034,22177,74,397
33,133251,7.4428263349597445,0.3269741233649789,10,4,1,4,14395,0,3,9926,1,2,9076,39281,38,378
65,132265,21.317975740252546,0.18505682859856065,24,4,0,2,496,2,3,1030,1,1,32090,32094,115,509
62,149703,23.134088136014153,0.977540052056423,18,1,0,4,42494,2,0,7363,3,0,32866,41709,88,570
69,60854,12.443367095409249,0.05974329182544458,31,3,0,3,24829,1,0,2825,1,1,21779,33997,35,632
32,121986,6.389367546656719,0.2759606419344822,0,1,1,3,27989,2,0,7677,2,1,36425,14310,43,303
18,70998,23.36767967434177,0.7420292667589664,0,2,0,4,29704,1,7,8601,0,2,25165,37558,30,782
39,87390,20.114786858371144,0.6173534816308149,2,1,1,4,7752,0,1,3275,0,1,42837,45981,46,550
20,51558,26.286834038407182,0.6845107130902602,39,4,1,3,7039,1,6,8495,3,2,11063,31295,110,435
55,22985,25.32979392981364,0.7080915404854503,31,4,0,4,25004,0,9,8573,1,2,43222,13217,80,552
31,81794,6.155855535127,0.6861442240369825,35,2,1,3,46929,2,6,4202,0,1,36484,32448,64,521
53,63585,24.97017540266041,0.3422412370770831,7,1,0,1,14854,1,6,6626,2,2,22300,13731,64,446
35,104814,5.255212233567112,0.3115002266091227,29,2,0,3,48946,1,4,9392,1,0,46952,43542,67,841
64,60264,25.911117113337166,0.4284665445603856,38,3,1,0,7649,1,5,6818,1,1,45211,20557,113,391
58,53326,23.10962802098035,0.8076835759783635,33,4,1,3,1935,0,7,3816,0,0,28045,30055,34,848
35,104816,17.095832228471956,0.9382710353500165,7,1,1,1,37304,2,3,2076,3,1,31567,38812,26,639
20,79261,19.266650274313385,0.455246106995135,24,1,1,3,9051,1,2,4000,2,0,31142,6304,73,810
27,54022,3.1223781262427464,0.08576613721628878,25,3,0,4,22808,2,1,7698,0,1,12494,20348,76,813
66,35667,1.1965554445899607,0.9382985323276094,26,3,1,1,38677,0,3,1166,0,2,27107,5088,98,760
56,38065,9.919402252017258,0.08042820856413802,18,4,1,2,16822,2,0,7911,3,0,28460,49924,104,315
64,134382,24.642174342515702,0.15910960650325545,22,3,0,3,14113,1,3,8424,1,1,6313,32385,38,636
18,148145,13.973567195399179,0.8676780129366697,15,4,1,4,48014,1,3,5224,3,0,29945,23170,17,649
44,107191,6.701820901596207,0.5514785405136114,7,4,1,2,3855,0,8,9749,3,1,46687,21911,27,537
44,30006,25.03646699744447,0.35268619786310584,29,2,0,2,18703,2,9,1343,3,2,7891,42612,34,646
28,91819,6.858817759469188,0.9309096865801378,7,2,0,2,18725,1,8,5407,0,0,27075,49198,102,488
66,127158,24.464811697228257,0.9605063888402086,10,4,1,0,18773,0,5,7678,2,2,24742,21627,48,771
22,65076,13.589385927544447,0.33076269413441717,6,1,1,4,32604,2,2,3607,0,2,45221,38848,108,597
24,88861,13.904846618018455,0.868424144000575,20,2,0,0,42655,1,9,8357,3,1,43930,37315,42,640
36,116319,8.181588295747265,0.6785288518759856,33,1,1,4,46506,0,8,9327,3,1,42276,21341,63,580
46,70393,27.00522062698057,0.274491372898911,20,3,1,4,14935,0,5,6441,3,2,10266,16137,69,824
32,23143,2.6635582708240224,0.941432681074725,4,1,1,1,44904,0,8,4588,1,1,43101,44613,51,809
52,121341,4.332189039105735,0.06306911263326953,16,3,1,2,17878,0,9,7437,1,2,36225,41660,68,416
64,77505,19.076543047386235,0.31794229919695893,20,4,1,3,40120,0,8,3295,1,0,45823,30184,18,798
54,32417,25.50345797269045,0.39626161071486166,5,4,1,1,7205,2,3,4164,2,0,39991,16137,40,792
29,51300,2.863537505556828,0.6906532175764001,6,4,1,3,2070,1,2,7492,0,1,33106,18769,81,517
47,112062,22.01256748249825,0.038433026419515626,10,3,1,2,33753,2,0,9228,0,0,39083,46069,77,383
37,48896,22.27534599418459,0.889776901848325,17,1,0,4,8625,0,4,5462,0,2,36858,32848,98,820
54,136469,17.445681904947847,0.659102943484481,37,2,1,1,27233,1,3,9075,3,1,40203,14958,113,473
20,122979,14.601841445089892,0.2750228311465095,11,2,0,0,15244,0,2,5711,0,0,15942,44114,14,321
26,70629,9.632632779226036,0.6583420938909001,21,1,0,4,26216,0,7,2223,3,1,28429,30737,72,715
58,47606,10.543853772979995,0.5369239199192283,2,2,1,0,30713,1,9,7510,2,1,23132,9119,101,480
56,59916,20.233004172464124,0.33627576207484955,18,3,1,4,38253,2,6,9615,1,2,11269,6422,97,506
43,81330,1.958618736417309,0.028596470404821606,22,3,0,4,9091,1,1,3326,3,2,35979,7180,71,582
19,27551,17.548049626338766,0.5511006764135424,33,2,1,2,24180,2,8,6263,0,1,41943,5937,24,784
40,134794,8.361965773585412,0.08218151479750502,2,2,0,1,44835,0,7,1753,0,2,13443,44344,80,824
40,120972,13.998177358318276,0.8101763558144034,22,3,0,3,34515,0,9,6869,0,2,30597,26620,47,521
38,139623,16.769388553505955,0.08852565222810327,4,1,1,2,48604,2,3,8835,2,1,7687,46217,92,470
33,76422,26.569780309029937,0.42873927535017664,28,2,1,3,37838,0,3,2841,0,2,10215,12716,65,666
26,135852,17.37224664997064,0.43455179217921247,33,2,0,4,45949,2,6,8467,3,0,29915,11411,42,310
30,133216,6.81478714917057,0.5562016621170692,4,4,1,0,14645,2,6,3519,3,0,30664,12887,29,734
45,135845,2.3837835951713107,0.039507890120725864,28,4,1,3,36923,1,3,8794,1,1,8331,15403,103,757
44,87782,18.80965198772915,0.20383244753807317,23,1,0,0,2701,0,0,2264,2,0,34795,23954,116,318
68,85391,16.35145189053417,0.19950118400496697,38,3,1,3,27195,1,5,3253,3,0,35243,32947,103,786
69,124957,20.15393689728186,0.598970614690532,20,1,1,0,15675,1,5,7929,3,0,20315,12452,16,351
34,143546,13.78189737412011,0.2636355326353813,31,1,0,2,27072,0,2,4239,0,2,31961,35206,20,513
55,145006,24.753775419990838,0.14419498087800708,4,1,1,3,1600,1,4,5533,1,2,41838,31146,100,490
53,83411,27.605390467158994,0.01835307229850447,17,2,1,2,3998,0,7,6314,3,2,19028,5574,30,737
18,129437,1.200132666708813,0.8405448352793522,37,3,0,2,13280,0,3,1574,2,1,7028,37927,22,773
35,93185,22.32259608489363,0.9715481971208358,34,3,1,0,22208,1,8,4450,1,1,31233,10045,101,545
68,135199,1.0548163424052648,0.7032619933081782,37,2,1,3,11365,0,9,6046,0,1,44666,48305,23,553
26,126745,13.35290060617634,0.41271242554860166,15,1,0,3,46807,0,4,7025,3,2,36001,26719,56,733
30,20888,13.8480965031396,0.12201094192034168,34,4,0,1,14566,0,4,6896,3,0,26434,49762,47,534
57,127519,20.886551925750908,0.47510485149498194,23,2,1,0,3477,0,6,2096,1,0,8220,34269,75,386
62,147574,10.572098946028408,0.4573217233100757,35,1,1,3,17532,1,0,8614,0,2,10309,5443,44,371
32,77135,24.62704014954656,0.41987630893670425,4,1,1,4,40406,2,5,2900,3,1,38295,42389,18,333
60,49424,10.285921738375873,0.37830358120104124,8,1,0,1,3009,1,1,8228,0,1,5037,24794,13,356
61,61559,10.275536650244623,0.4967534600514695,3,1,1,3,15870,2,2,1749,2,1,18793,28457,15,423
63,137710,6.68282002975941,0.073180712433492,32,4,1,0,6600,2,7,1341,3,0,43995,31427,94,364
21,137218,20.516069935142543,0.03829459672855928,26,4,0,4,18435,2,3,4649,0,2,38915,11272,80,595
50,31075,2.2976168225117943,0.06396028372052665,21,2,1,3,44401,0,6,2854,3,2,34718,30703,54,661
41,42699,10.891652576543025,0.19999848011877697,10,1,0,2,216,2,9,3604,2,0,36133,5388,62,389
53,67972,8.006722384486883,0.2780702555857514,4,2,0,2,13518,0,9,4705,0,0,43762,26773,73,680
68,136752,6.8800690530424555,0.16945761956599126,9,1,1,4,8663,0,4,8968,0,0,11871,26978,70,780
58,29950,1.829499515218237,0.2519167133337613,2,4,0,4,48743,0,1,4402,1,2,38788,27529,77,727
27,25413,5.711493471744214,0.18583739669314747,14,2,0,4,36295,1,0,9695,2,1,23411,13174,39,569
53,59305,13.387332305961042,0.15074325960550616,36,3,0,4,24218,2,4,8325,2,1,39647,17573,72,326
37,148821,15.112243658020697,0.2929826616998449,39,2,0,0,5850,1,3,1527,1,1,14192,43282,106,632
58,23569,8.085140213693801,0.3975126298325441,16,3,0,2,1964,0,5,6840,1,1,25382,27820,102,817
62,86778,19.507305253997014,0.7442667746364037,19,2,1,3,23228,1,2,7616,0,1,46237,13080,94,418
61,122633,10.073800129709237,0.9555499428380413,3,4,0,3,6501,0,1,9663,1,0,11905,26094,115,336
28,50085,11.017375147488602,0.918965310182656,33,3,0,2,15014,1,2,5023,1,0,47104,12459,17,846
29,96023,23.478730023633222,0.47593378260958474,33,4,1,3,35164,0,3,7950,1,0,8989,8834,33,510
35,103845,16.559001642747063,0.461345088977114,30,2,0,2,5885,0,5,8915,0,0,16127,34778,54,679
47,116307,28.59524553582073,0.12569789515295748,33,4,1,1,35076,1,8,5223,2,1,49215,6391,107,848
61,112174,10.779036037954146,0.9717401266029669,2,1,0,2,4433,0,1,3773,0,2,45200,34832,91,771
65,56163,24.835214879832105,0.7600977971551324,27,3,1,3,20942,2,5,4624,3,0,46814,36714,28,589
54,69592,22.150126074232947,0.847568260541089,36,1,1,1,38489,1,8,1299,0,0,39646,32508,91,511
37,107151,26.705667823256853,0.23416366565141367,28,3,1,3,40758,1,1,7948,3,0,45595,19472,44,522
42,77333,28.70374118769243,0.4010859840749733,14,4,1,0,9978,0,0,7080,3,1,47266,47273,38,700
29,137431,0.23029554230463045,0.10264510367870905,35,4,0,3,33537,1,7,8505,1,0,39330,12721,107,363
38,28039,2.6489324360254827,0.940813105347922,34,1,0,1,11516,2,3,7228,0,1,19396,13844,90,342
42,28198,20.230164636825258,0.2858292191270888,9,1,0,2,5208,1,1,7671,1,1,31051,16764,65,620
28,54354,11.705995790898186,0.5960097623487752,16,2,0,3,8633,2,7,9494,0,2,8342,24789,18,578
26,135513,24.573753052282395,0.15222002895071818,29,1,1,2,39603,1,4,3899,1,0,5134,33183,84,516
67,23824,0.35939488998213753,0.8027966550383205,7,3,0,3,31945,2,7,3341,1,0,8155,6773,111,450
42,70420,24.20932208989291,0.18634466726368482,22,3,1,4,22972,1,3,4650,2,0,6023,37290,105,449
52,109535,4.057259949109567,0.8093843910612363,18,3,0,3,21987,2,3,6961,2,2,11986,11414,61,752
69,23436,8.707471318878838,0.40176254794482924,36,2,1,4,14539,0,4,9205,2,2,44233,34008,19,380
49,113550,29.072346007822638,0.5777570165704031,35,2,0,3,31252,1,0,6410,0,1,35103,41336,87,614
66,60857,1.5479434064450437,0.26970878075793747,3,3,0,3,9230,1,9,6504,0,2,25801,49733,70,444
31,36057,10.471218373580218,0.8827764564211441,25,1,0,4,36397,2,2,1385,2,2,25472,18506,113,619
18,21310,2.535863269305194,0.75986844385494,39,4,0,0,21574,1,7,7275,2,0,21203,43861,71,411
34,146913,25.608132180401046,0.3542739639542348,26,2,0,2,16766,2,3,1446,1,0,34182,48100,15,337
42,95355,21.09048367612269,0.585364043088831,12,1,0,1,32157,0,0,6787,2,2,8780,42165,30,687
25,133769,24.01012163447188,0.1289884590256577,33,2,0,3,7565,2,5,9159,1,2,32123,15727,23,331
22,143916,15.818385352859183,0.16047229058780543,32,2,1,1,16621,1,5,8956,1,0,32512,32472,46,798
22,98993,10.731600590144138,0.5336776205871975,25,4,0,0,22902,0,1,2760,0,2,37719,19552,72,842
58,86013,0.06820858815378195,0.640598766731353,19,2,1,3,837,2,7,8334,0,1,41806,21757,23,332
52,80022,8.337819361287426,0.5574317137289926,7,2,1,4,20525,2,3,7072,0,2,35122,6384,69,786
36,28906,15.43660640298344,0.5594079978724745,15,4,1,4,71,0,7,3650,0,0,46991,36530,41,320
40,29868,19.930861094282506,0.7422901409026714,4,3,1,3,13091,1,7,2298,0,2,17850,46690,25,401
26,38546,6.868122643762701,0.9024074807633597,33,2,0,4,35127,1,2,3759,0,0,39643,12370,116,520
47,118812,4.167025388644028,0.38759754546785474,26,2,1,0,44683,1,4,2974,0,2,49409,26066,55,797
67,92855,6.048445860896143,0.5369332954610385,35,3,1,2,9156,0,7,7060,1,2,28533,44027,61,309
33,149080,10.6222815507336,0.8930239843794392,3,3,1,2,22165,2,0,6213,2,2,25048,41087,103,755
50,53149,4.451348736044288,0.46427865653897327,6,3,1,0,45067,0,9,8336,0,1,40537,21657,41,792
19,144060,4.704520032633351,0.4451489565005845,36,3,0,4,15857,2,3,8849,2,2,46424,44635,20,353
31,133591,1.3125510002026597,0.7665144571356681,35,1,0,2,45605,0,2,9607,2,1,11191,34614,107,577
63,87381,25.701755830633584,0.8773011259129903,23,3,0,4,7717,2,5,8085,3,1,44991,17623,41,633
18,43684,6.592758721822273,0.7376722517398752,14,3,1,4,28633,2,9,7531,0,1,28490,40624,25,799
43,49858,24.657073171838615,0.10012439085087188,5,3,1,1,41807,0,7,6826,1,2,20493,25929,55,798
42,65330,13.149281584117157,0.4647709934658394,25,1,0,2,35172,0,8,9852,2,2,16719,47880,15,842
33,128214,18.973134441408273,0.2119696229893846,25,4,0,4,15405,0,6,6722,0,1,16370,26633,45,825
32,143980,2.2710640847458596,0.3173478988198364,24,3,1,1,44879,2,2,9184,1,0,46551,32857,98,317
43,79204,17.50741496340554,0.46875440333664353,32,1,1,0,13892,0,4,9988,3,0,38180,7272,76,360
64,112203,8.699862095199052,0.2215286684764214,2,2,1,2,6087,2,4,3191,0,1,24727,45806,76,562
61,45293,2.856298594535872,0.5159336707621607,8,4,1,0,30278,2,0,8660,0,2,33041,15482,28,735
33,76869,27.246974885035065,0.6432758823603356,36,1,0,0,5880,0,1,3416,2,2,17540,31731,62,626
31,110429,18.108841270484724,0.8748983341077978,37,3,1,3,14554,1,6,5971,3,2,44318,12397,15,670
46,24629,7.251228817320569,0.21146061785219972,29,4,0,2,6220,1,3,7267,0,0,25384,35746,74,555
41,25704,12.58944032167221,0.3105650304672827,26,1,0,0,13538,2,2,7640,0,1,34427,36514,55,365
64,21776,10.70700402239116,0.40580048109090106,12,1,0,0,7213,2,3,5286,1,2,40794,20979,21,671
32,77255,21.01738997573464,0.2245467696437191,22,1,1,0,45437,1,6,8774,2,0,24336,35572,30,724
36,68281,18.222995280824822,0.332040070662299,2,1,0,4,3974,2,3,7940,2,1,34600,5513,76,546
25,136972,0.5934652818566044,0.8833505199187056,22,1,1,2,6089,1,8,2481,0,2,23392,26167,12,669
51,133532,5.934809688140205,0.13865479201117392,34,1,1,2,36470,2,6,5389,0,2,18315,33048,44,342
19,51236,14.343839167225847,0.44374759365999084,23,1,1,2,24428,2,1,9427,2,2,27884,13493,70,418
44,86780,13.364573767613718,0.31096697578314325,36,1,0,2,41846,0,9,4109,0,0,27951,23306,30,579
